2020-07-01
2020-07-30
Antanas;Žukauskas;21;177;Defender;L. Rytas;True;False
Aloyzas;Sabonis;19;193;Striker;Šaulys;False;False
Petras;Jasikevičius;22;204;Sniper;Šaulys;False;False
Petras;Pavardėnis;28;209;Defender;L. Rytas;False;False
Motiejus;Žukauskas;20;205;Defender;L. Rytas;True;False
Vardėnis;Sabonis;26;193;Attacker;L. Rytas;False;False
Aloyzas;Valančiūnas;26;188;Attacker;Kruojos;True;False
Aloyzas;Pavardėnis;25;183;Striker;Šaulys;False;False
Aloyzas;Valančiūnas;31;187;Striker;Žalgiris;False;False
Motiejus;Valančiūnas;32;182;Striker;Žalgiris;True;False
Aloyzas;Jasikevičius;18;180;Attacker;L. Rytas;False;False
Vardėnis;Sabonis;23;203;Defender;Žalgiris;False;False
Aloyzas;Valančiūnas;23;197;Striker;L. Rytas;False;False
Vardėnis;Pavardėnis;19;203;Defender;Žalgiris;True;False
Vardėnis;Valančiūnas;30;190;Sniper;Žalgiris;True;False
Antanas;Valančiūnas;34;198;Striker;L. Rytas;False;False
Aloyzas;Pavardėnis;33;187;Striker;Šaulys;False;False
Motiejus;Sabonis;29;206;Sniper;Žalgiris;False;False
Juozas;Valančiūnas;19;188;Defender;Kruojos;False;False
Antanas;Žukauskas;30;185;Defender;Kruojos;False;False
Juozas;Sabonis;25;197;Attacker;Žalgiris;True;False
Aloyzas;Žukauskas;19;203;Sniper;Kruojos;False;False
Motiejus;Pavardėnis;34;191;Defender;Žalgiris;False;False
Antanas;Žukauskas;18;186;Striker;Šaulys;True;False
Petras;Žukauskas;34;194;Striker;Kruojos;False;False
Petras;Pavardėnis;18;186;Attacker;L. Rytas;True;False
Juozas;Valančiūnas;23;198;Sniper;Šaulys;False;False
Juozas;Žukauskas;25;185;Defender;L. Rytas;False;False
Aloyzas;Pavardėnis;20;205;Defender;Žalgiris;True;False
Vardėnis;Pavardėnis;19;178;Striker;L. Rytas;False;False
Aloyzas;Valančiūnas;29;208;Striker;L. Rytas;True;False
Antanas;Valančiūnas;32;191;Attacker;Kruojos;True;False
Antanas;Sabonis;27;209;Sniper;L. Rytas;False;False
Juozas;Jasikevičius;27;204;Striker;Kruojos;True;False
Aloyzas;Jasikevičius;27;184;Striker;Kruojos;False;False
Vardėnis;Jasikevičius;26;209;Sniper;Šaulys;True;False
Aloyzas;Jasikevičius;23;198;Sniper;Šaulys;True;False
Petras;Valančiūnas;32;199;Striker;L. Rytas;True;False
Antanas;Sabonis;29;199;Sniper;L. Rytas;False;False
Vardėnis;Sabonis;31;198;Sniper;L. Rytas;True;False
Motiejus;Pavardėnis;23;196;Attacker;Šaulys;False;False
Juozas;Valančiūnas;25;204;Attacker;Šaulys;False;False
Vardėnis;Žukauskas;28;188;Attacker;Šaulys;False;False
Vardėnis;Pavardėnis;26;195;Striker;L. Rytas;True;False
Vardėnis;Jasikevičius;33;192;Sniper;Šaulys;False;False
Juozas;Žukauskas;32;179;Defender;Kruojos;True;False
Aloyzas;Žukauskas;19;202;Striker;L. Rytas;True;False
Motiejus;Valančiūnas;29;207;Defender;Žalgiris;True;False
Aloyzas;Pavardėnis;26;188;Sniper;Kruojos;False;False
Aloyzas;Valančiūnas;34;194;Defender;Šaulys;False;False
Juozas;Pavardėnis;19;183;Attacker;Kruojos;True;False
Vardėnis;Žukauskas;24;203;Attacker;Žalgiris;True;False
Aloyzas;Žukauskas;28;178;Defender;Žalgiris;False;False
Petras;Jasikevičius;27;181;Defender;Žalgiris;True;False
Vardėnis;Žukauskas;28;198;Defender;Žalgiris;True;False
